Vendor,Address,Second Address,City,Zip Code,County,Location
VONS #2826,1745 EASTLAKE PKWY,,CHULA VISTA,91915,SAN DIEGO,"(32.619556, -116.96201)"
CERRITOS NUTRITION,7514 CERRITOS AVE,,STANTON,90680,ORANGE,"(33.810082, -118.00161)"
MARTHA'S MARKET,W 1120 LA PALMA AVE,STE 4,ANAHEIM,92801,ORANGE,"(33.846819, -117.93274)"
MAR-VAL FOOD STORE #4,55 HIGHWAY 26,,VALLEY SPRINGS,95252,CALAVERAS,"(38.191924, -120.82872)"
TRESIERRAS MARKET #5,E 280 HARVARD BLVD,,SANTA PAULA,93060,VENTURA,"(34.347499, -119.06813)"
SUPERIOR GROCERS #115,N 1375 CITRUS AVE,,COVINA,91722,LOS ANGELES,"(34.104737, -117.89024)"
KING'S FOODTOWN SUPERMARKET,W 1019 MARTIN L. KING JR. BLVD,,LOS ANGELES,90037,LOS ANGELES,"(34.010491, -118.29317)"
TRAG'S MARKET,303 BALDWIN AVE,,SAN MATEO,94401,SAN MATEO,"(37.567756, -122.3253)"
O'BRIEN'S MARKET,4120 DALE RD,STE H,MODESTO,95356,STANISLAUS,"(37.698395, -121.04826)"
LA HACIENDA MARKET #2,N 201 AMPHLETT BLVD,,SAN MATEO,94401,SAN MATEO,"(37.576155, -122.32077)"
LEE'S MARKET,S 4801 AVALON BLVD,,LOS ANGELES,90011,LOS ANGELES,"(34.005918, -118.26525)"
OCEANSIDE NUTRITION STORE,1906 OCEANSIDE BLVD,STE X,OCEANSIDE,92054,SAN DIEGO,"(33.194242, -117.35686)"
VALLARTA SUPERMARKET #7,13820 FOOTHILL BLVD,,SYLMAR,91342,LOS ANGELES,"(34.31019, -118.43489)"
VONS #2858,E 2355 COLORADO BLVD,,PASADENA,91107,LOS ANGELES,"(34.146094, -118.10188)"
EL TORO MEAT SHOP,W 1340 FIRST ST,,SANTA ANA,92703,ORANGE,"(33.745456, -117.88646)"
LEE'S MERCED COMMUNITY FOOD MK,E 37 15TH ST,,MERCED,95340,MERCED,"(37.295921, -120.47593)"
SMART & FINAL #320,6967 MISSION BLVD,,DALY CITY,94014,SAN MATEO,"(37.696388, -122.46449)"
FAMILIA FOODS,3851 SEVEN TREES BLVD,,SAN JOSE,95111,SANTA CLARA,"(37.283557, -121.8335)"
DEL SOL MARKET,E 402 5TH ST,,HOLTVILLE,92250,IMPERIAL,"(32.810459, -115.37607)"
ABC FOODS,1825 OLD SONOMA RD,,NAPA,94559,NAPA,"(38.287737, -122.29497)"
SMART & FINAL #326,1725 GOLDEN STATE AVE,,BAKERSFIELD,93301,KERN,"(35.390047, -119.02519)"
VONS #2360,845 COLLEGE BLVD,,OCEANSIDE,92057,SAN DIEGO,"(33.241233, -117.29438)"
MARKET SQUARE,W 110 MAIN ST,,CALIPATRIA,92233,IMPERIAL,"(33.125757, -115.51626)"
VONS #4018,10016 SCRIPPS RANCH BLVD,,SAN DIEGO,92131,SAN DIEGO,"(32.903934, -117.09987)"
BABY SHOP #1,E 4995 KINGS CANYON RD,,FRESNO,93727,FRESNO,"(36.73617, -119.72774)"
SMART & FINAL #464,2804 MIDWAY DR,,SAN DIEGO,92110,SAN DIEGO,"(32.74874, -117.20366)"
SMART & FINAL #424,3171 WALNUT AVE,,FREMONT,94538,ALAMEDA,"(37.550679, -121.97887)"
SMART & FINAL #368,5195 CLAIREMONT MESA BLVD,,SAN DIEGO,92117,SAN DIEGO,"(32.834337, -117.17882)"
CALIFORNIA LIQUOR & GROCERY,"1122 ""R"" ST",,MERCED,95340,MERCED,"(37.301198, -120.49444)"
VALLARTA SUPERMARKET #01,13051 VICTORY BLVD,,NORTH HOLLYWOOD,91606,LOS ANGELES,"(34.188931, -118.41718)"
FREDDY'S MARKET,3433 TWEEDY BLVD,,SOUTH GATE,90280,LOS ANGELES,"(33.944576, -118.20897)"
VALLARTA SUPERMARKET #36,901 EUCLID AVE,,NATIONAL CITY,91950,SAN DIEGO,"(32.681548, -117.0816)"
LUCKY #783,E 777 MONTE VISTA AVE,,VACAVILLE,95688,SOLANO,"(38.359816, -121.98277)"
CHILL 'N GO,E 4302 KINGS CANYON RD,,FRESNO,93702,FRESNO,"(36.735656, -119.75317)"
FOOD MAXX #410,W 2020 BRIGGSMORE AVE,,MODESTO,95350,STANISLAUS,"(37.669697, -121.02867)"
ISABELLA SUPER MARKET,6120 LAKE ISABELLA BLVD,,LAKE ISABELLA,93240,KERN,"(35.624861, -118.47369)"
VALLARTA SUPERMARKET #20,E 1803 PALMDALE BLVD,,PALMDALE,93550,LOS ANGELES,"(34.580865, -118.096)"
ENSENADA MEAT MARKET,W 851-853 GARDENA BLVD,,GARDENA,90247,LOS ANGELES,"(33.88162, -118.29035)"
LUCKY #740,939 LAKEVILLE HWY,,PETALUMA,94952,SONOMA,"(38.235368, -122.62298)"
VALLARTA SUPERMARKET #5,8453 RESEDA BLVD,,NORTHRIDGE,91324,LOS ANGELES,"(34.224319, -118.5366)"
SAVE MART #087,N 1157 WILLOW AVE,,CLOVIS,93612,FRESNO,"(36.851334, -119.72972)"
VONS #2326,N 780 BREA BLVD,,BREA,92821,ORANGE,"(33.931746, -117.89408)"
TUSTIN CARNICERIA,15822 PASADENA AVE,,TUSTIN,92780,ORANGE,"(33.733073, -117.83131)"
SAVE MART #622,5600 FOLSOM BLVD,,SACRAMENTO,95819,SACRAMENTO,"(38.557937, -121.43863)"
VONS #2367,N 950 SECOND ST,,EL CAJON,92021,SAN DIEGO,"(32.808286, -116.93659)"
VONS #2681,W 81 FOOTHILL BLVD,,UPLAND,91786,SAN BERNARDINO,"(34.108042, -117.65295)"
VONS #1796,33644 YUCAIPA BLVD,,YUCAIPA,92399,SAN BERNARDINO,"(34.034988, -117.07007)"
LA POSTA MARKET #2,1266 IMPERIAL BEACH BLVD,,IMPERIAL BEACH,91932,SAN DIEGO,"(32.576524, -117.10643)"
EL CENTRO COMMISSARY,2ND ST,BLDG 210,NAF EL CENTRO,92243,IMPERIAL,"(32.794656, -115.54646)"
FOOD MAXX #472,6000 LINDHURST AVE,,MARYSVILLE,95901,YUBA,"(39.122524, -121.57118)"
VONS #3263,N 1342 ALVARADO ST,,LOS ANGELES,90027,LOS ANGELES,"(34.079701, -118.26218)"
FLOWER STREET MARKET,1200 FLOWER ST,,BAKERSFIELD,93305,KERN,"(35.384524, -118.98148)"
CARNIVAL SUPERMARKET,E 1750 8TH ST,,NATIONAL CITY,91950,SAN DIEGO,"(32.680471, -117.08874)"
HEALTH NUTRITION PRODUCT,6281 BEACH BLVD,STE 98,BUENA PARK,90621,ORANGE,"(33.868841, -117.99887)"
SMART & FINAL #514,5202 ARLINGTON AVE,,RIVERSIDE,92504,RIVERSIDE,"(33.94601, -117.41756)"
SMART & FINAL #436,2152 MONTEREY RD,,SAN JOSE,95112,SANTA CLARA,"(37.304951, -121.8617)"
SMART & FINAL #463,3141 MAIN ST,,CHULA VISTA,91911,SAN DIEGO,"(32.594213, -117.06591)"
VONS #1671,20440 DEVONSHIRE ST,,CHATSWORTH,91311,LOS ANGELES,"(34.257257, -118.57838)"
PALOMINO MARKET,6159 HELIOTROPE AVE,,MAYWOOD,90270,LOS ANGELES,"(33.980986, -118.17965)"
SMART & FINAL #593,E 215 LODI AVE,,LODI,95240,SAN JOAQUIN,"(38.13104, -121.26892)"
SMART & FINAL #331,W 2971 RAMSEY ST,,BANNING,92220,RIVERSIDE,"(33.926291, -116.90926)"
LUCKY #745,200 WOODSIDE PLAZA,,REDWOOD CITY,94061,SAN MATEO,"(37.456559, -122.22994)"
SMILE FOOD #2,E 16 MARKET ST,,LONG BEACH,90805,LOS ANGELES,"(33.854025, -118.19583)"
VONS #2596,369 MAGNOLIA AVE,,CORONA,92879,RIVERSIDE,"(33.854287, -117.56541)"
VONS #2081,13255 BLACK MOUNTAIN ROAD,,SAN DIEGO,92129,SAN DIEGO,"(32.957902, -117.12522)"
SMART & FINAL #488,W 770 SAN MARCOS BLVD,,SAN MARCOS,92078,SAN DIEGO,"(33.136946, -117.1801)"
FRED'S COUNTRY LIQUOR STORE,3014 TAFT HWY,,BAKERSFIELD,93313,KERN,"(35.267173, -119.03594)"
RODRIGUEZ MINI MKT & 99 CENTS,S 8252 MAIN ST,,LOS ANGELES,90003,LOS ANGELES,"(33.964442, -118.27388)"
VALLARTA SUPERMARKET #6,16107 VICTORY BLVD,,VAN NUYS,91406,LOS ANGELES,"(34.186975, -118.48477)"
ANDERSON VALLEY MARKET,14175 CALIFORNIA 128,,BOONVILLE,95415,MENDOCINO,"(39.048523, -123.41401)"
LA MEXICANA MEAT MARKET,5392 POPLAR BLVD,,LOS ANGELES,90032,LOS ANGELES,"(34.089516, -118.16378)"
LUCKY #720,570 MAGNOLIA AVE,,LARKSPUR,94939,MARIN,"(37.937193, -122.53347)"
CIRCLE H MARKETS,W 2511 SUNSET BLVD,,LOS ANGELES,90026,LOS ANGELES,"(34.079985, -118.26927)"
SMART & FINAL #384,W 600 CENTER ST,,VISALIA,93291,TULARE,"(36.331032, -119.29774)"
PAVILIONS #2216,E 8010 SANTA ANA CANYON ROAD,,ANAHEIM HILLS,92808,ORANGE,"(33.866933, -117.75144)"
VONS #1638,4226 WOODRUFF AVE,,LAKEWOOD,90713,LOS ANGELES,"(33.83512, -118.1156)"
SUPERIOR GROCERS #112,E 111 COMPTON BLVD,,COMPTON,90220,LOS ANGELES,"(33.896962, -118.22308)"
LA MEXICANA MARKET,S 4800 COMPTON AVE,,LOS ANGELES,90011,LOS ANGELES,"(34.000204, -118.24777)"
MARILYN'S DISCOUNT STORE,W 1727 7TH ST,,LOS ANGELES,90017,LOS ANGELES,"(34.054644, -118.27282)"
LA TAPATIA MEAT MARKET,W 1506 EDINGER AVE,,SANTA ANA,92704,ORANGE,"(33.727189, -117.8883)"
ARCATA COOP,811 I ST,,ARCATA,95521,HUMBOLDT,"(40.868946, -124.0885)"
T & V FOOD MARKET,N 2306 FRESNO ST,,FRESNO,93703,FRESNO,"(36.771477, -119.7813)"
SPENCER'S FRESH MARKET,3580 ORCUTT RD,,SANTA MARIA,93455,SANTA BARBARA,"(34.895059, -120.43567)"
VONS #2338,665 SATURN BLVD,,SAN DIEGO,92154,SAN DIEGO,"(32.585092, -117.09028)"
SAVE MART #613,6636 CLARK RD,,PARADISE,95969,BUTTE,"(39.776575, -121.58962)"
SMART & FINAL #310,1216 COMPTON AVE,,LOS ANGELES,90021,LOS ANGELES,"(34.027644, -118.24177)"
VALLARTA SUPERMARKET #43,S 757 WORKMAN ST,,SAN FERNANDO,91340,LOS ANGELES,"(34.282469, -118.45249)"
SAVE MART #072,"1059 ""C"" ST",,GALT,95632,SACRAMENTO,"(38.253235, -121.30062)"
LUCKY #700,815 MARINA VILLAGE PKWY,,ALAMEDA,94501,ALAMEDA,"(37.782631, -122.27325)"
LA TROPICANA MARKET,5200 MONTE VISTA ST,,LOS ANGELES,90042,LOS ANGELES,"(34.108451, -118.20082)"
LA SUPERIOR PITTSBURG,2941 RAILROAD AVE,,PITTSBURG,94565,CONTRA COSTA,"(38.008969, -121.89227)"
KEIL'S FOOD STORES,3015 CLAIREMONT DR,,SAN DIEGO,92117,SAN DIEGO,"(32.794775, -117.19256)"
VALLARTA SUPERMARKET #44,E 2690 VINEYARD AVE,,OXNARD,93036,VENTURA,"(34.235645, -119.17038)"
SUPER A FOODS #12,725 VENTURA ST,,FILLMORE,93015,VENTURA,"(34.379542, -118.93322)"
HAYFORK DISCOUNT MARKET,8060 HIGHWAY 3,,HAYFORK,96041,TRINITY,"(40.551858, -123.16115)"
VONS #3135,2725 AGOURA RD,,WESTLAKE VILLAGE,91361,VENTURA,"(34.152001, -118.82584)"
EL MERCADO NOPAL,259 WILLIAMS RD,,SALINAS,93905,MONTEREY,"(36.676392, -121.61284)"
TERRA BELLA FOOD CENTER,9190 ROAD 236,,TERRA BELLA,93270,TULARE,"(35.956807, -119.04378)"
YOUNG'S STATE MARKET,1020 CECIL AVE,,DELANO,93215,KERN,"(35.775044, -119.24467)"
LA FAVORITA SUPERMARKET,546 INDIAN HILLS CIR,STE B,PERRIS,92570,RIVERSIDE,"(33.781468, -117.24488)"
VALLARTA SUPERMARKET #24,19725 VANOWEN ST,,WINNETKA,91306,LOS ANGELES,"(34.19382, -118.56323)"
NORTHGATE MARKET #01,N 722 ANAHEIM BLVD,,ANAHEIM,92805,ORANGE,"(33.842937, -117.91599)"
SAVE MART #657,W 3615 NOBLE AVE,,VISALIA,93277,TULARE,"(36.325731, -119.3309)"
EL SOL MARKET #7,S 1586 4TH ST,,EL CENTRO,92243,IMPERIAL,"(32.779145, -115.55306)"
VONS #2701,3100 FOWLER AVE,,CLOVIS,93611,FRESNO,"(36.79546, -119.68375)"
SUPER Q MARKET,723 QUANTICO AVE,,BAKERSFIELD,93307,KERN,"(35.364733, -118.95834)"
SUPERIOR GROCERS #139,S 3480 LA BREA AVE,,LOS ANGELES,90016,LOS ANGELES,"(34.02337, -118.35558)"
SMART & FINAL #471,W 3708 BURBANK BLVD,,BURBANK,91505,LOS ANGELES,"(34.174216, -118.35066)"
SAVE MART #049,2100 STANDIFORD AVE,,MODESTO,95350,STANISLAUS,"(37.688758, -121.03298)"
NUGGET MARKET #06,2000 TOWN CENTER PLAZA,,WEST SACRAMENTO,95691,YOLO,"(38.550719, -121.53544)"
TREAT'S GENERAL STORE,E 197 ST. CHARLES ST,,SAN ANDREAS,95249,CALAVERAS,"(38.194398, -120.67724)"
SMART & FINAL #395,W 11221 PICO BLVD,,LOS ANGELES,90064,LOS ANGELES,"(34.035609, -118.43783)"
SUPERIOR GROCERS #119,5450 CHERRY AVE,,LONG BEACH,90805,LOS ANGELES,"(33.856023, -118.16652)"
VALLARTA SUPERMARKETS #21,S 1050 A ST,,OXNARD,93030,VENTURA,"(34.190728, -119.17829)"
VALLARTA SUPERMARKET #30,E 1315 VALLEY PARKWAY,,ESCONDIDO,92027,SAN DIEGO,"(33.130527, -117.06421)"
SMART & FINAL #364,W 2949 PICO BLVD,,LOS ANGELES,90006,LOS ANGELES,"(34.047565, -118.30479)"
FOOD MAXX #463,30073 INDUSTRIAL PKWY SW,,UNION CITY,94587,ALAMEDA,"(37.61183, -122.06695)"
POTOMAC MARKET,2050 POTOMAC AVE,,BAKERSFIELD,93307,KERN,"(35.364928, -118.97247)"
COST LESS FOOD COMPANY,S 555 STATE HIGHWAY 49,,JACKSON,95642,AMADOR,"(38.342628, -120.76905)"
IRWIN'S MARKET,6123 WEEDPATCH HWY,,BAKERSFIELD,93307,KERN,"(35.299609, -118.91377)"
CARNICERIA MERCADO CALIMEX,W 2930 LINCOLN AVE,,ANAHEIM,92801,ORANGE,"(33.832028, -117.99057)"
BABY'S NUTRITION CENTER,7612 CALIFORNIA AVE,,HUNTINGTON PARK,90255,LOS ANGELES,"(33.968117, -118.20367)"
SMART & FINAL #330,10113 VENICE BLVD,,LOS ANGELES,90034,LOS ANGELES,"(34.022683, -118.40066)"
SMART & FINAL #325,10935 FIRESTONE BLVD,,NORWALK,90650,LOS ANGELES,"(33.923293, -118.10006)"
OLIVER'S MARKET,461 STONY POINT RD,,SANTA ROSA,95401,SONOMA,"(38.43249, -122.7435)"
VONS #2002,1311 WILSHIRE BLVD,,SANTA MONICA,90403,LOS ANGELES,"(34.026257, -118.48981)"
VONS #2818,11800 DE PALMA RD,,CORONA,92883,RIVERSIDE,"(33.747547, -117.453)"
LUCKY #773,3705 EL CAMINO REAL,,SANTA CLARA,95051,SANTA CLARA,"(37.353442, -121.99789)"
SMART & FINAL #338,3901 SONOMA BLVD,,VALLEJO,94589,SOLANO,"(38.128088, -122.25636)"
HEALTHY BABY NUTRITION,S 326 C ST,STE B,OXNARD,93030,VENTURA,"(34.199672, -119.18071)"
LOS AMIGOS FOOD CENTER #9,S 36210 LASSEN AVE,,HURON,93234,FRESNO,"(36.209435, -120.10359)"
MID TOWN MARKET,W 2825 JAMES M. WOOD BLVD,,LOS ANGELES,90006,LOS ANGELES,"(34.055888, -118.28999)"
VONS #2358,3610 ADAMS AVE,,SAN DIEGO,92116,SAN DIEGO,"(32.763851, -117.11463)"
LUCKY #757,2027 CAMDEN AVE,,SAN JOSE,95124,SANTA CLARA,"(37.261821, -121.93281)"
B & B NUTRITION,7008 SANTA FE AVE,,HUNTINGTON PARK,90255,LOS ANGELES,"(33.975764, -118.23023)"
SABREENA NUTRITION,E 1441 7TH ST,STE C,LONG BEACH,90813,LOS ANGELES,"(33.77564, -118.17334)"
GIFFORD'S MARKET,35637 HIGHWAY 190,,SPRINGVILLE,93265,TULARE,"(36.130528, -118.81749)"
LA CAMPANITA MEAT MARKET,W 1653 WASHINGTON BLVD,,LOS ANGELES,90007,LOS ANGELES,"(34.039993, -118.29328)"
BABY SHOP #5,W 1311 MAIN ST,,MERCED,95348,MERCED,"(37.306037, -120.4959)"
VALLARTA SUPERMARKET #39,600 BEAR MOUNTAIN BLVD,,ARVIN,93203,KERN,"(35.209932, -118.83222)"
VONS #2861,E 600 BROADWAY,,LONG BEACH,90802,LOS ANGELES,"(33.768831, -118.18426)"
CARNICERIA LA PLAZA,W 1055 VENTURA ST,,FILLMORE,93015,VENTURA,"(34.395396, -118.92683)"
LA TAPATIA MARKET #2,W 211 HUENEME RD,,OXNARD,93033,VENTURA,"(34.147536, -119.18002)"
IONE PLAZA MARKET,313 PRESTON AVE,,IONE,95640,AMADOR,"(38.353009, -120.93485)"
HOLLISTER SUPER,1280 SAN JUAN RD,,HOLLISTER,95023,SAN BENITO,"(36.853531, -121.42067)"
GROWING HEALTHY,5160 HOLLYWOOD BLVD,,LOS ANGELES,90027,LOS ANGELES,"(34.101748, -118.30239)"
FOOD MAXX #484,E 3000 9TH ST,,OAKLAND,94606,ALAMEDA,"(37.774726, -122.23162)"
SMART & FINAL #528,10340 MASON AVE,,CHATSWORTH,91311,LOS ANGELES,"(34.258499, -118.57889)"
SMART & FINAL #440,1320 ATLANTIC AVE,,LONG BEACH,90813,LOS ANGELES,"(33.783155, -118.18445)"
SUPERIOR GROCERS #105,7300 ATLANTIC AVE,,CUDAHY,90201,LOS ANGELES,"(33.9687, -118.18713)"
VALLARTA SUPERMARKETS #18,10161 SAN FERNANDO RD,,PACOIMA,91331,LOS ANGELES,"(34.25488, -118.41066)"
VONS #2352,6155 EL CAJON BLVD,,SAN DIEGO,92115,SAN DIEGO,"(32.761308, -117.06542)"
SMART & FINAL #508,2749 CALLOWAY DR,STE 500,BAKERSFIELD,93312,KERN,"(35.386102, -119.1114)"
LUCKY #628,E 504 PERKINS ST,,UKIAH,95482,MENDOCINO,"(39.15106, -123.20114)"
LATINA MARKET,E 1503 66TH ST,,LOS ANGELES,90001,LOS ANGELES,"(33.980023, -118.24725)"
VONS #3160,8891 ATLANTA AVE,,HUNTINGTON BEACH,92646,ORANGE,"(33.65828, -117.97293)"
AJ FOOD MARKET,3157 LINCOLN BLVD,,OROVILLE,95966,BUTTE,"(39.499772, -121.55057)"
LUIS MEAT MARKET,S 4253 VERMONT AVE,,LOS ANGELES,90037,LOS ANGELES,"(34.006197, -118.29154)"
LOLA'S MARKET,1680 PETALUMA HILL RD,,SANTA ROSA,95404,SONOMA,"(38.42281, -122.70693)"
S & B LATINO MARKET,900 STERLING RD,,BAKERSFIELD,93306,KERN,"(35.37159, -118.94121)"
SUPERIOR GROCERS #114,S 151 HACIENDA BLVD,,CITY OF INDUSTRY,91745,LOS ANGELES,"(34.021785, -117.95849)"
LA FORTUNA MEAT MARKET,S 3200 CENTRAL AVE,,LOS ANGELES,90011,LOS ANGELES,"(34.014381, -118.25619)"
VONS #3017,3027 RANCHO VISTA BLVD,,PALMDALE,93551,LOS ANGELES,"(34.602873, -118.18433)"
SMART & FINAL #481,3123 BALDWIN PARK BLVD,,BALDWIN PARK,91706,LOS ANGELES,"(34.070313, -117.97948)"
LA FAVORITA MARKET SM #3,S 1711 BROADWAY,,SANTA MARIA,93454,SANTA BARBARA,"(34.929613, -120.43735)"
RED BIRD MARKET,2035 HIGHLAND AVE,,NATIONAL CITY,91950,SAN DIEGO,"(32.667206, -117.09411)"
CAL-MART,1491 LINCOLN AVE,,CALISTOGA,94515,NAPA,"(38.580296, -122.57882)"
COUNTRY MARKET,2147 PINE ST,,CERES,95307,STANISLAUS,"(37.587154, -120.9554)"
SMART & FINAL #362,4980 STOCKDALE HWY,,BAKERSFIELD,93309,KERN,"(35.355438, -119.05716)"
BUY LOW MARKET #2,E 9900 GARVEY AVE,,EL MONTE,91733,LOS ANGELES,"(34.062721, -118.05222)"
SMART & FINAL #304,N 210 VERDUGO RD,,GLENDALE,91206,LOS ANGELES,"(34.148519, -118.23566)"
R-N MARKET,N 765 HARVARD AVE,,LINDSAY,93247,TULARE,"(36.212089, -119.08322)"
TOWER MARKET AND DELI,N 1233 VAN NESS AVE,,FRESNO,93728,FRESNO,"(36.758484, -119.79929)"
PAVILIONS #2228,1213 FAIR OAKS AVE,,SOUTH PASADENA,91030,LOS ANGELES,"(34.111579, -118.15117)"
SAVE MART #102,1701 BELLEVUE RD,,ATWATER,95301,MERCED,"(37.362145, -120.61227)"
LUCKY #761,200 EL PASEO DE SARATOGA,,SAN JOSE,95130,SANTA CLARA,"(37.288936, -121.99399)"
SMART & FINAL #340,N 760 MAIN ST,,CORONA,92880,RIVERSIDE,"(33.892955, -117.56368)"
LA PALAPA #2,2365 REO DR,,SAN DIEGO,92139,SAN DIEGO,"(32.675852, -117.06449)"
SUPERIOR GROCERS #132,W 2009 1ST ST,,SANTA ANA,92703,ORANGE,"(33.745425, -117.89626)"
LOS 3 POTRILLOS CARNICERIA,14920 VICTORY BLVD,,VAN NUYS,91411,LOS ANGELES,"(34.186649, -118.45826)"
EL RODEO MEAT MARKET,14702 NEWPORT AVE,,TUSTIN,92780,ORANGE,"(33.730156, -117.82953)"
BEST DEAL COST LESS MARKET,W 255 MAIN ST,,TURLOCK,95380,STANISLAUS,"(37.492749, -120.84898)"
LUCERNE VALLEY MARKET,32946 HIGHWAY 18,,LUCERNE VALLEY,92356,SAN BERNARDINO,"(34.45033, -117.0515)"
RED BARN LIQUOR MARKET,S 1712 SAVIERS RD,,OXNARD,93030,VENTURA,"(34.182768, -119.17739)"
FRESNO COMMUNITY MARKET #3,E 4825 OLIVE AVE,,FRESNO,93727,FRESNO,"(36.757801, -119.73542)"
GAGE STORE,3663 GAGE AVE,,BELL,90201,LOS ANGELES,"(33.979673, -118.1997)"
SUPER KIDS NUTRITION & WATER,E 700 1ST,B-110,SANTA ANA,92701,ORANGE,"(33.745213, -117.86123)"
SAVE MART #092,N 4120 WEST AVE,,FRESNO,93705,FRESNO,"(36.79145, -119.8262)"
SAVE MART #609,11980 HIGHWAY 88,,JACKSON,95642,AMADOR,"(38.356713, -120.78184)"
SMART & FINAL #319,E 5029 FLORENCE AVE,,BELL,90201,LOS ANGELES,"(33.971926, -118.2027)"
HOLLISTER SUPER #2,211 THIRD ST,,HOLLISTER,95023,SAN BENITO,"(36.853545, -121.40108)"
NORTHGATE MARKET #42,E 2038 10TH ST,,LONG BEACH,90804,LOS ANGELES,"(33.778293, -118.16697)"
PAVILIONS #2210,26022 MARGUERITE PARKWAY,,MISSION VIEJO,92692,ORANGE,"(33.585147, -117.65842)"
CARNICERIA EL REGALO DE MICHO,E 10624 WHITTIER BLVD,,WHITTIER,90606,LOS ANGELES,"(33.990629, -118.06504)"
VONS #2091,32401 CAMINO CAPISTRANO,,SAN JUAN CAPISTRANO,92675,ORANGE,"(33.492837, -117.66346)"
STATE FOODS,708 SKYLINE BLVD,,AVENAL,93204,KINGS,"(36.004433, -120.128)"
LUCKY #766,S 3270 WHITE RD,,SAN JOSE,95148,SANTA CLARA,"(37.315036, -121.79039)"
NORTHGATE MARKET #27,1058 3RD AVE,,CHULA VISTA,91911,SAN DIEGO,"(32.614075, -117.07082)"
WINCO FOODS #67,15350 ROY ROGERS DR,,VICTORVILLE,92394,SAN BERNARDINO,"(34.522994, -117.32899)"
SAVE MART #048,"E 1449 ""F"" ST",,OAKDALE,95361,STANISLAUS,"(37.769958, -120.83123)"
SMART & FINAL #409,2805 SANTA ROSA AVE,,SANTA ROSA,95407,SONOMA,"(38.40972, -122.71404)"
SMART & FINAL #390,E 2750 MAIN ST,,VENTURA,93001,VENTURA,"(34.273165, -119.25908)"
CHINA LAKE COMMISSARY,BLDG 02023 NAWS,,CHINA LAKE,93555,KERN,"(35.687729, -117.69062)"
EGG MARKET,S 2202 SANTA FE AVE,,VISTA,92084,SAN DIEGO,"(33.17066, -117.20658)"
FOOD MAXX #418,4505 CLAYTON RD,,CONCORD,94521,CONTRA COSTA,"(37.964052, -121.98722)"
VALLARTA SUPERMARKET #27,E 815 AVENUE K,,LANCASTER,93535,LOS ANGELES,"(34.675027, -118.11447)"
PANADERIA FLORES,1380 FRANKLIN RD,E,YUBA CITY,95991,SUTTER,"(39.12732, -121.63417)"
PALACE FOOD DEPOT,S 115 WEST ST,,TULARE,93274,TULARE,"(36.205696, -119.36683)"
FAMILY FARM MARKET,S 4322 CENTRAL AVE,,LOS ANGELES,90011,LOS ANGELES,"(34.005175, -118.25612)"
LEONARD'S MARKET,W 88 SIERRA ST,,PORTOLA,96122,PLUMAS,"(39.810561, -120.47041)"
GARDEN FARMS MARKET #2,12580 LAKESHORE DR,,LAKESIDE,92040,SAN DIEGO,"(32.860589, -116.92012)"
ORTEGA'S MARKET,1331 GUERNEVILLE RD,STE J,SANTA ROSA,95403,SONOMA,"(38.457463, -122.73481)"
SMART & FINAL #473,4039 TYLER ST,,RIVERSIDE,92503,RIVERSIDE,"(33.916718, -117.46483)"
BEST NUTRITION STORE,155 JAMACHA RD,,EL CAJON,92019,SAN DIEGO,"(32.794354, -116.93563)"
HEALTHY BABYS,1912 CRESTON RD,STE B,PASO ROBLES,93445,SAN LUIS OBISPO,"(35.606074, -120.65898)"
CINCO CORAS MARKET,W 225 ANAHEIM ST,,LONG BEACH,90813,LOS ANGELES,"(33.782987, -118.19468)"
SMART & FINAL #363,N 939 WESTERN AVE,,LOS ANGELES,90029,LOS ANGELES,"(34.087891, -118.30963)"
VONS #2283,1221 GAFFEY ST,,SAN PEDRO,90731,LOS ANGELES,"(33.732871, -118.29235)"
FRESCO COMMUNITY MARKET,5914 MONTEREY RD,,LOS ANGELES,90042,LOS ANGELES,"(34.104868, -118.18451)"
YETO'S MARKET,11065 VIOLETA ST,,SATICOY,93004,VENTURA,"(34.283824, -119.14976)"
EL SOL MARKET,W 2299 ADAMS AVE,STE 114,EL CENTRO,92243,IMPERIAL,"(32.796549, -115.5825)"
HAPPY MARKET,E 4605 SHIELDS AVE,,FRESNO,93726,FRESNO,"(36.779803, -119.74499)"
SMART & FINAL #449,W 3330 SHAW AVE,,FRESNO,93711,FRESNO,"(36.809673, -119.85173)"
WINTON SUPERMARKET,N 6592 WINTON WAY,,WINTON,95388,MERCED,"(37.383497, -120.61352)"
SMART & FINAL #494,12164 CENTRAL AVE,,CHINO,91710,SAN BERNARDINO,"(34.03319, -117.68956)"
EL CHICO PRODUCE MARKET #4,2965 24TH ST,,SAN FRANCISCO,94110,SAN FRANCISCO,"(37.75243, -122.4112)"
SAVE MART #615,3966 MISSOURI FLAT RD,STE A,PLACERVILLE,95667,EL DORADO,"(38.712258, -120.84109)"
FOOD 4 LESS,W 1115 OLIVE AVE,,MERCED,95348,MERCED,"(37.320111, -120.48901)"
PAVILIONS #2231,820 MONTANA AVE,,SANTA MONICA,90403,LOS ANGELES,"(34.02791, -118.49991)"
CARNICERIA LA BARATA,217 BROADWAY ST,,KING CITY,93930,MONTEREY,"(36.213442, -121.12519)"
FOOD MAXX #462,39966 CEDAR BLVD,,NEWARK,94560,ALAMEDA,"(37.518464, -121.99191)"
